id,timestamp,session_id,task_id,vlm_model,n_ground_truth,n_predicted,n_matched,precision_,recall,f1,label_accuracy,mean_iou,mean_grounding_error_mm,median_grounding_error_mm,max_grounding_error_mm,vlm_latency_s,detector_latency_s,detail_json
1,2026-05-11T10:50:05.363819,session_20260511_104514,1,gemma4:e4b,6,3,3,1.0,0.5,0.6666666666666666,1.0,0.0,57.807334402773854,57.89009567028077,58.330014806247384,,,"{""per_match"": [{""gt_name"": ""large_gear_3"", ""gt_label"": ""large_gear"", ""pred_label"": ""large_gear"", ""iou"": 0.0, ""grounding_error_mm"": 57.20189273179341, ""label_correct"": true}, {""gt_name"": ""large_gear_2"", ""gt_label"": ""large_gear"", ""pred_label"": ""large_gear"", ""iou"": 0.0, ""grounding_error_mm"": 57.89009567028077, ""label_correct"": true}, {""gt_name"": ""large_gear_1"", ""gt_label"": ""large_gear"", ""pred_label"": ""large_gear"", ""iou"": 0.0, ""grounding_error_mm"": 58.330014806247384, ""label_correct"": true}]}"
2,2026-05-11T11:14:13.063372,session_20260511_111225,1,gemma4:e4b,6,3,3,1.0,0.5,0.6666666666666666,1.0,0.0,58.100157934002645,58.33759261455518,58.76098845565934,,,"{""per_match"": [{""gt_name"": ""large_gear_3"", ""gt_label"": ""large_gear"", ""pred_label"": ""large_gear"", ""iou"": 0.0, ""grounding_error_mm"": 57.20189273179341, ""label_correct"": true}, {""gt_name"": ""large_gear_1"", ""gt_label"": ""large_gear"", ""pred_label"": ""large_gear"", ""iou"": 0.0, ""grounding_error_mm"": 58.33759261455518, ""label_correct"": true}, {""gt_name"": ""large_gear_2"", ""gt_label"": ""large_gear"", ""pred_label"": ""large_gear"", ""iou"": 0.0, ""grounding_error_mm"": 58.76098845565934, ""label_correct"": true}]}"
3,2026-05-11T11:34:05.394460,session_20260511_113234,1,gemma4:e4b,6,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"{""per_match"": []}"
4,2026-05-11T11:49:29.421784,session_20260511_114801,1,gemma4:e4b,6,3,3,1.0,0.5,0.6666666666666666,1.0,0.0,74.49020359197554,73.92647310096855,78.88825218201389,,,"{""per_match"": [{""gt_name"": ""motor_valve_1"", ""gt_label"": ""motor_valve"", ""pred_label"": ""motor_valve"", ""iou"": 0.0, ""grounding_error_mm"": 70.65588549294418, ""label_correct"": true}, {""gt_name"": ""motor_valve_2"", ""gt_label"": ""motor_valve"", ""pred_label"": ""motor_valve"", ""iou"": 0.0, ""grounding_error_mm"": 73.92647310096855, ""label_correct"": true}, {""gt_name"": ""motor_valve_3"", ""gt_label"": ""motor_valve"", ""pred_label"": ""motor_valve"", ""iou"": 0.0, ""grounding_error_mm"": 78.88825218201389, ""label_correct"": true}]}"
5,2026-05-11T12:24:23.699569,session_20260511_122130,2,gemma4:e4b,6,3,3,1.0,0.5,0.6666666666666666,1.0,0.0,74.47573697117895,73.92647310096855,78.88825218201389,,,"{""per_match"": [{""gt_name"": ""motor_valve_1"", ""gt_label"": ""motor_valve"", ""pred_label"": ""motor_valve"", ""iou"": 0.0, ""grounding_error_mm"": 70.61248563055439, ""label_correct"": true}, {""gt_name"": ""motor_valve_2"", ""gt_label"": ""motor_valve"", ""pred_label"": ""motor_valve"", ""iou"": 0.0, ""grounding_error_mm"": 73.92647310096855, ""label_correct"": true}, {""gt_name"": ""motor_valve_3"", ""gt_label"": ""motor_valve"", ""pred_label"": ""motor_valve"", ""iou"": 0.0, ""grounding_error_mm"": 78.88825218201389, ""label_correct"": true}]}"
6,2026-05-11T12:40:45.257310,session_20260511_123858,1,gemma4:e4b,6,3,3,1.0,0.5,0.6666666666666666,1.0,0.0,74.81083935407021,73.92659200789448,79.9095640850981,,,"{""per_match"": [{""gt_name"": ""motor_valve_1"", ""gt_label"": ""motor_valve"", ""pred_label"": ""motor_valve"", ""iou"": 0.0, ""grounding_error_mm"": 70.59636196921807, ""label_correct"": true}, {""gt_name"": ""motor_valve_2"", ""gt_label"": ""motor_valve"", ""pred_label"": ""motor_valve"", ""iou"": 0.0, ""grounding_error_mm"": 73.92659200789448, ""label_correct"": true}, {""gt_name"": ""motor_valve_3"", ""gt_label"": ""motor_valve"", ""pred_label"": ""motor_valve"", ""iou"": 0.0, ""grounding_error_mm"": 79.9095640850981, ""label_correct"": true}]}"
7,2026-05-11T15:33:19.557928,session_20260511_152839,1,gemma4:e4b,6,3,3,1.0,0.5,0.6666666666666666,1.0,0.0,74.71922133737685,73.92647310096855,79.63490346358816,,,"{""per_match"": [{""gt_name"": ""motor_valve_1"", ""gt_label"": ""motor_valve"", ""pred_label"": ""motor_valve"", ""iou"": 0.0, ""grounding_error_mm"": 70.59628744757387, ""label_correct"": true}, {""gt_name"": ""motor_valve_2"", ""gt_label"": ""motor_valve"", ""pred_label"": ""motor_valve"", ""iou"": 0.0, ""grounding_error_mm"": 73.92647310096855, ""label_correct"": true}, {""gt_name"": ""motor_valve_3"", ""gt_label"": ""motor_valve"", ""pred_label"": ""motor_valve"", ""iou"": 0.0, ""grounding_error_mm"": 79.63490346358816, ""label_correct"": true}]}"
8,2026-05-11T15:50:45.984691,session_20260511_154913,1,gemma4:e4b,6,3,3,1.0,0.5,0.6666666666666666,1.0,0.0,57.4773857682442,57.20189273179341,58.330014806247384,,,"{""per_match"": [{""gt_name"": ""large_gear_2"", ""gt_label"": ""large_gear"", ""pred_label"": ""large_gear"", ""iou"": 0.0, ""grounding_error_mm"": 56.90024976669178, ""label_correct"": true}, {""gt_name"": ""large_gear_3"", ""gt_label"": ""large_gear"", ""pred_label"": ""large_gear"", ""iou"": 0.0, ""grounding_error_mm"": 57.20189273179341, ""label_correct"": true}, {""gt_name"": ""large_gear_1"", ""gt_label"": ""large_gear"", ""pred_label"": ""large_gear"", ""iou"": 0.0, ""grounding_error_mm"": 58.330014806247384, ""label_correct"": true}]}"
9,2026-05-11T15:57:51.647537,session_20260511_155550,1,gemma4:e4b,6,3,3,1.0,0.5,0.6666666666666666,1.0,0.0,57.471208969991046,57.40192600443123,57.8098081737485,,,"{""per_match"": [{""gt_name"": ""large_gear_3"", ""gt_label"": ""large_gear"", ""pred_label"": ""large_gear"", ""iou"": 0.0, ""grounding_error_mm"": 57.20189273179341, ""label_correct"": true}, {""gt_name"": ""large_gear_1"", ""gt_label"": ""large_gear"", ""pred_label"": ""large_gear"", ""iou"": 0.0, ""grounding_error_mm"": 57.40192600443123, ""label_correct"": true}, {""gt_name"": ""large_gear_2"", ""gt_label"": ""large_gear"", ""pred_label"": ""large_gear"", ""iou"": 0.0, ""grounding_error_mm"": 57.8098081737485, ""label_correct"": true}]}"
10,2026-05-11T16:05:55.913623,session_20260511_160412,1,gemma4:e4b,6,3,3,1.0,0.5,0.6666666666666666,1.0,0.0,58.100157934002645,58.33759261455518,58.76098845565934,,,"{""per_match"": [{""gt_name"": ""large_gear_3"", ""gt_label"": ""large_gear"", ""pred_label"": ""large_gear"", ""iou"": 0.0, ""grounding_error_mm"": 57.20189273179341, ""label_correct"": true}, {""gt_name"": ""large_gear_1"", ""gt_label"": ""large_gear"", ""pred_label"": ""large_gear"", ""iou"": 0.0, ""grounding_error_mm"": 58.33759261455518, ""label_correct"": true}, {""gt_name"": ""large_gear_2"", ""gt_label"": ""large_gear"", ""pred_label"": ""large_gear"", ""iou"": 0.0, ""grounding_error_mm"": 58.76098845565934, ""label_correct"": true}]}"
